,binomial,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
3809,Scotophilus leucogaster,20.24,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
3810,Scotophilus marovaza,24.74625,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
3811,Scotophilus nigrita,27.34,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
3812,Scotophilus nux,30,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
3813,Scotophilus robustus,24.74625,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
3814,Scotophilus tandrefana,24.74625,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,DD,Insectivore
3815,Scotophilus viridis,19.81,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
3816,Scotorepens balstoni,11.92,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
3817,Scotorepens greyii,10,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
3818,Scotorepens orion,11.83,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
3819,Scotorepens sanborni,8.13,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
3820,Scotozous dormeri,6.79,CHIROPTERA,VESPERTILIONIDAE,Scotozous,LC,Insectivore
3821,Scutisorex somereni,91.49,EULIPOTYPHLA,SORICIDAE,Scutisorex,LC,Omnivore
3822,Sekeetamys calurus,56.61,RODENTIA,MURIDAE,Sekeetamys,LC,Herbivore
3823,Selevinia betpakdalaensis,17.12,RODENTIA,GLIRIDAE,Selevinia,DD,Insectivore
3824,Semnopithecus dussumieri,17200,PRIMATES,CERCOPITHECIDAE,Semnopithecus,LC,Herbivore
3825,Semnopithecus entellus,12679.29,PRIMATES,CERCOPITHECIDAE,Semnopithecus,LC,Herbivore
3826,Semnopithecus hector,17200,PRIMATES,CERCOPITHECIDAE,Semnopithecus,NT,Herbivore
3827,Semnopithecus hypoleucos,10026.65,PRIMATES,CERCOPITHECIDAE,Semnopithecus,VU,Herbivore
3828,Semnopithecus priam,17200,PRIMATES,CERCOPITHECIDAE,Semnopithecus,NT,Herbivore
3829,Semnopithecus schistaceus,19800,PRIMATES,CERCOPITHECIDAE,Semnopithecus,LC,Herbivore
3830,Setifer setosus,263.22,AFROSORICIDA,TENRECIDAE,Setifer,LC,Insectivore
3831,Sicista armenica,61.83099239,RODENTIA,DIPODIDAE,Sicista,EN,Omnivore
3832,Sicista betulina,8.92,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
3833,Sicista caucasica,10,RODENTIA,DIPODIDAE,Sicista,VU,Omnivore
3834,Sicista caudata,28.79945178,RODENTIA,DIPODIDAE,Sicista,DD,Herbivore
3835,Sicista concolor,7,RODENTIA,DIPODIDAE,Sicista,LC,Herbivore
3836,Sicista kazbegica,61.83099239,RODENTIA,DIPODIDAE,Sicista,EN,Omnivore
3837,Sicista kluchorica,61.83099239,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
3838,Sicista napaea,10,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
3839,Sicista pseudonapaea,28.79945178,RODENTIA,DIPODIDAE,Sicista,DD,Omnivore
3840,Sicista severtzovi,61.83099239,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
3841,Sicista strandi,10.3,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
3842,Sicista subtilis,11.75,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
3843,Sicista tianshanica,11.5,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
3844,Sigmodon alleni,174.09,RODENTIA,CRICETIDAE,Sigmodon,VU,Omnivore
3845,Sigmodon alstoni,55.7,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
3846,Sigmodon arizonae,198,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
3847,Sigmodon fulviventer,195.94,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
3848,Sigmodon hirsutus,93,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
3849,Sigmodon hispidus,110.65,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
3850,Sigmodon inopinatus,140.5,RODENTIA,CRICETIDAE,Sigmodon,VU,Omnivore
3851,Sigmodon leucotis,131.78,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
3852,Sigmodon mascotensis,120,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
3853,Sigmodon ochrognathus,122,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
3854,Sigmodon peruanus,72,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
3855,Sigmodon toltecus,160,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
3856,Sigmodontomys alfari,50,RODENTIA,CRICETIDAE,Sigmodontomys,LC,Herbivore
3857,Sminthopsis archeri,16,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,DD,Carnivore
3858,Sminthopsis bindi,22.21388889,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,NT,Carnivore
3859,Sminthopsis butleri,25,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,VU,Insectivore
3860,Sminthopsis crassicaudata,15.98,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Insectivore
3861,Sminthopsis dolichura,14.39,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3862,Sminthopsis douglasi,54.99,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,NT,Carnivore
3863,Sminthopsis gilberti,19.5,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3864,Sminthopsis granulipes,25,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3865,Sminthopsis griseoventer,17.5,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3866,Sminthopsis hirtipes,15,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3867,Sminthopsis longicaudata,18,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Insectivore
3868,Sminthopsis macroura,23.56,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3869,Sminthopsis murina,17,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3870,Sminthopsis ooldea,12.19,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3871,Sminthopsis virginiae,35.24,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3872,Sminthopsis youngsoni,11.14,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
3873,Smutsia gigantea,32999.7005,PHOLIDOTA,MANIDAE,Smutsia,VU,Insectivore
3874,Smutsia temminckii,10000,PHOLIDOTA,MANIDAE,Smutsia,VU,Insectivore
3875,Solenodon paradoxus,899.99,EULIPOTYPHLA,SOLENODONTIDAE,Solenodon,EN,Insectivore
3876,Solisorex pearsoni,8.157340556,EULIPOTYPHLA,SORICIDAE,Solisorex,EN,Insectivore
3877,Solomys ponceleti,1000,RODENTIA,MURIDAE,Solomys,CR,Herbivore
3878,Solomys salebrosus,397,RODENTIA,MURIDAE,Solomys,EN,Herbivore
3879,Solomys sapientis,546.01,RODENTIA,MURIDAE,Solomys,EN,Herbivore
3880,Sommeromys macrorhinos,141.0605074,RODENTIA,MURIDAE,Sommeromys,DD,Insectivore
3881,Sooretamys angouya,120.17,RODENTIA,CRICETIDAE,Sooretamys,LC,Omnivore
3882,Sorex alaskanus,14,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
3883,Sorex alpinus,8.04,EULIPOTYPHLA,SORICIDAE,Sorex,NT,Insectivore
3884,Sorex antinorii,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
3885,Sorex araneus,9.18,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
3886,Sorex arcticus,8.19,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3887,Sorex arizonae,2.7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3888,Sorex asper,7.945,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3889,Sorex bairdi,8.33,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3890,Sorex bedfordiae,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3891,Sorex bendirii,15.76,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3892,Sorex buchariensis,8.157340556,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3893,Sorex caecutiens,6.3,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3894,Sorex camtschatica,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3895,Sorex cinereus,4.2,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3896,Sorex coronatus,9.32,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3897,Sorex cylindricauda,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3898,Sorex daphaenodon,8.1,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3899,Sorex dispar,4.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3900,Sorex emarginatus,7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3901,Sorex excelsus,7.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3902,Sorex fumeus,7.83,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3903,Sorex gracillimus,4.4,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3904,Sorex granarius,6.39,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3905,Sorex haydeni,3.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3906,Sorex hosonoi,3.25,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3907,Sorex hoyi,3.37,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3908,Sorex isodon,12.23,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3909,Sorex ixtlanensis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
3910,Sorex jacksoni,6.01,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3911,Sorex leucogaster,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
3912,Sorex longirostris,3.29,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
3913,Sorex lyelli,4.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3914,Sorex macrodon,8.61,EULIPOTYPHLA,SORICIDAE,Sorex,VU,Insectivore
3915,Sorex maritimensis,7.2,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3916,Sorex mediopua,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3917,Sorex merriami,5.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3918,Sorex milleri,4.07,EULIPOTYPHLA,SORICIDAE,Sorex,VU,Insectivore
3919,Sorex minutissimus,2.46,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3920,Sorex minutus,4.32,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3921,Sorex mirabilis,15,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore
3922,Sorex monticolus,6.92,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3923,Sorex nanus,2.57,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
3924,Sorex neomexicanus,7,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
3925,Sorex oreopolus,7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3926,Sorex orizabae,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3927,Sorex ornatus,5.31,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3928,Sorex pacificus,10.56,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
3929,Sorex palustris,13.07,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3930,Sorex planiceps,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3931,Sorex portenkoi,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
3932,Sorex preblei,3.14,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3933,Sorex pribilofensis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,EN,Insectivore
3934,Sorex raddei,10,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3935,Sorex roboratus,12.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3936,Sorex rohweri,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3937,Sorex samniticus,8.24,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3938,Sorex satunini,8.157340556,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3939,Sorex saussurei,4.65,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3940,Sorex sclateri,7,EULIPOTYPHLA,SORICIDAE,Sorex,CR,Insectivore
3941,Sorex shinto,6,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3942,Sorex sinalis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
3943,Sorex sonomae,8.3,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3944,Sorex stizodon,7,EULIPOTYPHLA,SORICIDAE,Sorex,CR,Insectivore
3945,Sorex tenellus,3.8,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3946,Sorex trowbridgii,5.02,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
3947,Sorex tundrensis,7.65,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3948,Sorex ugyunak,3.6,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3949,Sorex unguiculatus,14.11,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3950,Sorex vagrans,5.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3951,Sorex ventralis,7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3952,Sorex veraecrucis,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3953,Sorex veraepacis,7.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3954,Sorex volnuchini,17,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3955,Sorex yukonicus,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
3956,Soriculus nigrescens,14.58,EULIPOTYPHLA,SORICIDAE,Soriculus,LC,Omnivore
3957,Spalacopus cyanus,100.86,RODENTIA,OCTODONTIDAE,Spalacopus,LC,Herbivore
3958,Spalax arenarius,147.745,RODENTIA,SPALACIDAE,Spalax,EN,Herbivore
3959,Spalax graecus,75.2,RODENTIA,SPALACIDAE,Spalax,NT,Herbivore
3960,Spalax microphthalmus,470,RODENTIA,SPALACIDAE,Spalax,LC,Herbivore
3961,Spalax uralensis,157.625,RODENTIA,SPALACIDAE,Spalax,NT,Herbivore
3962,Spalax zemni,121.1,RODENTIA,SPALACIDAE,Spalax,VU,Herbivore
3963,Spermophilopsis leptodactylus,600,RODENTIA,SCIURIDAE,Spermophilopsis,LC,Omnivore
3964,Spermophilus alashanicus,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
3965,Spermophilus brevicauda,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
3966,Spermophilus citellus,395.97,RODENTIA,SCIURIDAE,Spermophilus,VU,Omnivore
3967,Spermophilus dauricus,161.3,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
3968,Spermophilus erythrogenys,355,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
3969,Spermophilus fulvus,778.38,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
3970,Spermophilus major,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
3971,Spermophilus musicus,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore
3972,Spermophilus pallidicauda,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
3973,Spermophilus pygmaeus,173.46,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
3974,Spermophilus ralli,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
3975,Spermophilus relictus,599.99,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
3976,Spermophilus suslicus,252,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore
3977,Spermophilus taurensis,323.2732574,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
3978,Spermophilus xanthoprymnus,289.667,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore
3979,Sphaerias blanfordi,28.88,CHIROPTERA,PTEROPODIDAE,Sphaerias,LC,Herbivore
3980,Sphaeronycteris toxophyllum,16.06,CHIROPTERA,PHYLLOSTOMIDAE,Sphaeronycteris,DD,Herbivore
3981,Spilocuscus kraemeri,5753.64,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,NT,Herbivore
3982,Spilocuscus maculatus,4060.46,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,LC,Herbivore
3983,Spilocuscus papuensis,5271.363333,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,VU,Herbivore
3984,Spilocuscus rufoniger,5999.99,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,CR,Herbivore
3985,Spilocuscus wilsoni,5271.363333,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,CR,Herbivore
3986,Spilogale angustifrons,340.997,CARNIVORA,MEPHITIDAE,Spilogale,LC,Omnivore
3987,Spilogale gracilis,466.5,CARNIVORA,MEPHITIDAE,Spilogale,LC,Omnivore
3988,Spilogale putorius,566.49,CARNIVORA,MEPHITIDAE,Spilogale,VU,Carnivore
3989,Spilogale pygmaea,365,CARNIVORA,MEPHITIDAE,Spilogale,VU,Omnivore
3990,Srilankamys ohiensis,125,RODENTIA,MURIDAE,Srilankamys,VU,Omnivore
3991,Steatomys bocagei,4.010694547,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
3992,Steatomys caurinus,44.75,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
3993,Steatomys cuppedius,4.010694547,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
3994,Steatomys jacksoni,21.2873413,RODENTIA,NESOMYIDAE,Steatomys,DD,Omnivore
3995,Steatomys krebsii,20.67,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
3996,Steatomys opimus,40,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
3997,Steatomys parvus,4.99,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
3998,Steatomys pratensis,30.58,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
3999,Stenocephalemys albipes,48,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore
4000,Stenocephalemys albocaudata,144,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore
4001,Stenocephalemys griseicauda,85.75,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore
4002,Stenocephalemys ruppi,48.99,RODENTIA,MURIDAE,Stenocephalemys,DD,Omnivore
4003,Stenoderma rufum,21.1,CHIROPTERA,PHYLLOSTOMIDAE,Stenoderma,NT,Herbivore
4004,Stochomys longicaudatus,70.95,RODENTIA,MURIDAE,Stochomys,LC,Omnivore
4005,Strigocuscus celebensis,1000,DIPROTODONTIA,PHALANGERIDAE,Strigocuscus,VU,Herbivore
4006,Strigocuscus pelengensis,1000,DIPROTODONTIA,PHALANGERIDAE,Strigocuscus,LC,Herbivore
4007,Sturnira aratathomasi,49.67,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4008,Sturnira bidens,18.05,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4009,Sturnira bogotensis,19.94,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4010,Sturnira erythromos,15.53,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4011,Sturnira lilium,20.19,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4012,Sturnira ludovici,21,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4013,Sturnira luisi,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4014,Sturnira magna,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4015,Sturnira mistratensis,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,DD,Herbivore
4016,Sturnira mordax,11.79,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,NT,Herbivore
4017,Sturnira nana,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,EN,Herbivore
4018,Sturnira oporaphilum,21.99,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4019,Sturnira tildae,24.39,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4020,Styloctenium mindorensis,172.42,CHIROPTERA,PTEROPODIDAE,Styloctenium,DD,Herbivore
4021,Styloctenium wallacei,172.42,CHIROPTERA,PTEROPODIDAE,Styloctenium,NT,Herbivore
4022,Stylodipus andrewsi,55,RODENTIA,DIPODIDAE,Stylodipus,LC,Herbivore
4023,Stylodipus sungorus,55,RODENTIA,DIPODIDAE,Stylodipus,LC,Herbivore
4024,Stylodipus telum,59.99,RODENTIA,DIPODIDAE,Stylodipus,LC,Omnivore
4025,Suncus aequatorius,6.5,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4026,Suncus ater,10.20875,EULIPOTYPHLA,SORICIDAE,Suncus,DD,Insectivore
4027,Suncus dayi,9.43,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4028,Suncus etruscus,2.26,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4029,Suncus fellowesgordoni,1.95,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4030,Suncus hosei,10.20875,EULIPOTYPHLA,SORICIDAE,Suncus,DD,Insectivore
4031,Suncus infinitesimus,4.4,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4032,Suncus lixus,8,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4033,Suncus malayanus,4.99,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4034,Suncus megalura,5.38,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4035,Suncus mertensi,7.95,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4036,Suncus montanus,18,EULIPOTYPHLA,SORICIDAE,Suncus,VU,Insectivore
4037,Suncus murinus,43.76,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4038,Suncus remyi,4.03,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4039,Suncus stoliczkanus,9.43,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4040,Suncus varilla,4.99,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4041,Suncus zeylanicus,29.8,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4042,Sundamys infraluteus,418.5,RODENTIA,MURIDAE,Sundamys,LC,Omnivore
4043,Sundamys maxi,361,RODENTIA,MURIDAE,Sundamys,EN,Omnivore
4044,Sundamys muelleri,356.48,RODENTIA,MURIDAE,Sundamys,LC,Omnivore
4045,Sundasciurus brookei,114.05,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4046,Sundasciurus davensis,195.9789325,RODENTIA,SCIURIDAE,Sundasciurus,DD,Omnivore
4047,Sundasciurus fraterculus,90,RODENTIA,SCIURIDAE,Sundasciurus,VU,Omnivore
4048,Sundasciurus hippurus,357.79,RODENTIA,SCIURIDAE,Sundasciurus,NT,Omnivore
4049,Sundasciurus hoogstraali,233.0261224,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4050,Sundasciurus jentinki,76,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4051,Sundasciurus juvencus,259,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4052,Sundasciurus lowii,84.99,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4053,Sundasciurus mindanensis,285,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4054,Sundasciurus moellendorffi,252,RODENTIA,SCIURIDAE,Sundasciurus,NT,Omnivore
4055,Sundasciurus philippinensis,244,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4056,Sundasciurus rabori,195.9789325,RODENTIA,SCIURIDAE,Sundasciurus,DD,Omnivore
4057,Sundasciurus samarensis,225,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4058,Sundasciurus steerii,252,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4059,Sundasciurus tenuis,74.87,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4060,Surdisorex norae,23.57,EULIPOTYPHLA,SORICIDAE,Surdisorex,LC,Insectivore
4061,Surdisorex polulus,8.99,EULIPOTYPHLA,SORICIDAE,Surdisorex,DD,Insectivore
4062,Suricata suricatta,729.99,CARNIVORA,HERPESTIDAE,Suricata,LC,Omnivore
4063,Sus ahoenobarbus,135000,CETARTIODACTYLA,SUIDAE,Sus,NT,Omnivore
4064,Sus barbatus,135806,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore
4065,Sus cebifrons,190792.3,CETARTIODACTYLA,SUIDAE,Sus,CR,Omnivore
4066,Sus celebensis,53813.21,CETARTIODACTYLA,SUIDAE,Sus,NT,Omnivore
4067,Sus oliveri,125725.94,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore
4068,Sus philippensis,190792.3,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore
4069,Sus scrofa,84471.54,CETARTIODACTYLA,SUIDAE,Sus,LC,Omnivore
4070,Sus verrucosus,89406.23,CETARTIODACTYLA,SUIDAE,Sus,EN,Herbivore
4071,Syconycteris australis,17.6,CHIROPTERA,PTEROPODIDAE,Syconycteris,LC,Herbivore
4072,Syconycteris carolinae,39.67,CHIROPTERA,PTEROPODIDAE,Syconycteris,VU,Herbivore
4073,Syconycteris hobbit,20.06,CHIROPTERA,PTEROPODIDAE,Syconycteris,LC,Herbivore
4074,Sylvilagus aquaticus,2133.34,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4075,Sylvilagus audubonii,880.88,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4076,Sylvilagus bachmani,714.53,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4077,Sylvilagus brasiliensis,986.74,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4078,Sylvilagus cognatus,1339.099286,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore
4079,Sylvilagus cunicularius,2489.54,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
