binomial,AdultBodyMass_g,Red List status,TrophicLevel,Order
Sciurillus pusillus,34.91,DD,Herbivore,RODENTIA
Sciurocheirus alleni,320,LC,Omnivore,PRIMATES
Sciurocheirus gabonensis,350,LC,Omnivore,PRIMATES
Sciurotamias davidianus,433.51,LC,Herbivore,RODENTIA
Sciurotamias forresti,433.51,LC,Herbivore,RODENTIA
Sciurus aberti,622.95,LC,Herbivore,RODENTIA
Sciurus aestuans,177.34,LC,Herbivore,RODENTIA
Sciurus alleni,465.14,LC,Herbivore,RODENTIA
Sciurus anomalus,335.3,LC,Herbivore,RODENTIA
Sciurus arizonensis,646.99,DD,Herbivore,RODENTIA
Sciurus aureogaster,455.57,LC,Herbivore,RODENTIA
Sciurus carolinensis,545.4,LC,Herbivore,RODENTIA
Sciurus colliaei,498,LC,Herbivore,RODENTIA
Sciurus deppei,249.5,LC,Herbivore,RODENTIA
Sciurus flammifer,4293,DD,Herbivore,RODENTIA
Sciurus gilvigularis,803,DD,Herbivore,RODENTIA
Sciurus granatensis,318.44,LC,Herbivore,RODENTIA
Sciurus griseus,703.85,LC,Herbivore,RODENTIA
Sciurus ignitus,190,DD,Herbivore,RODENTIA
Sciurus igniventris,700,LC,Herbivore,RODENTIA
Sciurus lis,264.3,LC,Herbivore,RODENTIA
Sciurus nayaritensis,697,LC,Herbivore,RODENTIA
Sciurus niger,761.9,LC,Herbivore,RODENTIA
Sciurus oculatus,649.98,LC,Herbivore,RODENTIA
Sciurus pucheranii,803,DD,Herbivore,RODENTIA
Sciurus pyrrhinus,482,DD,Herbivore,RODENTIA
Sciurus richmondi,237.51,NT,Herbivore,RODENTIA
Sciurus sanborni,136,DD,Herbivore,RODENTIA
Sciurus spadiceus,403.32,LC,Herbivore,RODENTIA
Sciurus stramineus,433.3,LC,Herbivore,RODENTIA
Sciurus variegatoides,485,LC,Herbivore,RODENTIA
Sciurus vulgaris,333,LC,Herbivore,RODENTIA
Sciurus yucatanensis,225,LC,Herbivore,RODENTIA
Scleronycteris ega,49.54,DD,Omnivore,CHIROPTERA
Scolomys melanops,26.5,LC,Omnivore,RODENTIA
Scolomys ucayalensis,26.5,LC,Omnivore,RODENTIA
Scoteanax rueppellii,26.41,LC,Insectivore,CHIROPTERA
Scotinomys teguina,11.59,LC,Insectivore,RODENTIA
Scotinomys xerampelinus,15.07,LC,Insectivore,RODENTIA
Scotoecus albofuscus,4.5,DD,Insectivore,CHIROPTERA
Scotoecus hirundo,8.45,LC,Insectivore,CHIROPTERA
Scotoecus pallidus,6.475,LC,Insectivore,CHIROPTERA
Scotomanes ornatus,22.24,LC,Insectivore,CHIROPTERA
Scotonycteris ophiodon,69.42,NT,Herbivore,CHIROPTERA
Scotonycteris zenkeri,21.3,LC,Herbivore,CHIROPTERA
Scotophilus celebensis,24.74625,DD,Insectivore,CHIROPTERA
Scotophilus collinus,24.74625,LC,Insectivore,CHIROPTERA
Scotophilus dinganii,25.12,LC,Insectivore,CHIROPTERA
Scotophilus heathii,36.13,LC,Insectivore,CHIROPTERA
Scotophilus kuhlii,20.31,LC,Insectivore,CHIROPTERA
Scotophilus leucogaster,20.24,LC,Insectivore,CHIROPTERA
Scotophilus marovaza,24.74625,LC,Insectivore,CHIROPTERA
Scotophilus nigrita,27.34,LC,Insectivore,CHIROPTERA
Scotophilus nucella,24.74625,DD,Insectivore,CHIROPTERA
Scotophilus nux,30,LC,Insectivore,CHIROPTERA
Scotophilus robustus,24.74625,LC,Insectivore,CHIROPTERA
Scotophilus tandrefana,24.74625,DD,Insectivore,CHIROPTERA
Scotophilus viridis,19.81,LC,Insectivore,CHIROPTERA
Scotorepens balstoni,11.92,LC,Insectivore,CHIROPTERA
Scotorepens greyii,10,LC,Insectivore,CHIROPTERA
Scotorepens orion,11.83,LC,Insectivore,CHIROPTERA
Scotorepens sanborni,8.13,LC,Insectivore,CHIROPTERA
Scotozous dormeri,6.79,LC,Insectivore,CHIROPTERA
Scutisorex somereni,91.49,LC,Omnivore,EULIPOTYPHLA
Sekeetamys calurus,56.61,LC,Herbivore,RODENTIA
Selevinia betpakdalaensis,17.12,DD,Insectivore,RODENTIA
Semnopithecus ajax,17200,EN,Herbivore,PRIMATES
Semnopithecus dussumieri,17200,LC,Herbivore,PRIMATES
Semnopithecus entellus,12679.29,LC,Herbivore,PRIMATES
Semnopithecus hector,17200,NT,Herbivore,PRIMATES
Semnopithecus hypoleucos,10026.65,VU,Herbivore,PRIMATES
Semnopithecus priam,17200,NT,Herbivore,PRIMATES
Semnopithecus schistaceus,19800,LC,Herbivore,PRIMATES
Setifer setosus,263.22,LC,Insectivore,AFROSORICIDA
Setonix brachyurus,3027.67,VU,Herbivore,DIPROTODONTIA
Sicista armenica,61.83099239,EN,Omnivore,RODENTIA
Sicista betulina,8.92,LC,Omnivore,RODENTIA
Sicista caucasica,10,VU,Omnivore,RODENTIA
Sicista caudata,28.79945178,DD,Herbivore,RODENTIA
Sicista concolor,7,LC,Herbivore,RODENTIA
Sicista kazbegica,61.83099239,EN,Omnivore,RODENTIA
Sicista kluchorica,61.83099239,LC,Omnivore,RODENTIA
Sicista napaea,10,LC,Omnivore,RODENTIA
Sicista pseudonapaea,28.79945178,DD,Omnivore,RODENTIA
Sicista severtzovi,61.83099239,LC,Omnivore,RODENTIA
Sicista strandi,10.3,LC,Omnivore,RODENTIA
Sicista subtilis,11.75,LC,Omnivore,RODENTIA
Sicista tianshanica,11.5,LC,Omnivore,RODENTIA
Sigmodon alleni,174.09,VU,Omnivore,RODENTIA
Sigmodon alstoni,55.7,LC,Herbivore,RODENTIA
Sigmodon arizonae,198,LC,Omnivore,RODENTIA
Sigmodon fulviventer,195.94,LC,Omnivore,RODENTIA
Sigmodon hirsutus,93,LC,Herbivore,RODENTIA
Sigmodon hispidus,110.65,LC,Omnivore,RODENTIA
Sigmodon inopinatus,140.5,VU,Omnivore,RODENTIA
Sigmodon leucotis,131.78,LC,Omnivore,RODENTIA
Sigmodon mascotensis,120,LC,Omnivore,RODENTIA
Sigmodon ochrognathus,122,LC,Herbivore,RODENTIA
Sigmodon peruanus,72,LC,Herbivore,RODENTIA
Sigmodon toltecus,160,LC,Omnivore,RODENTIA
Sigmodontomys alfari,50,LC,Herbivore,RODENTIA
Simias concolor,7393.9,CR,Herbivore,PRIMATES
Sminthopsis archeri,16,DD,Carnivore,DASYUROMORPHIA
Sminthopsis bindi,22.21388889,NT,Carnivore,DASYUROMORPHIA
Sminthopsis butleri,25,VU,Insectivore,DASYUROMORPHIA
Sminthopsis crassicaudata,15.98,LC,Insectivore,DASYUROMORPHIA
Sminthopsis dolichura,14.39,LC,Carnivore,DASYUROMORPHIA
Sminthopsis douglasi,54.99,NT,Carnivore,DASYUROMORPHIA
Sminthopsis fuliginosus,22.21388889,DD,Carnivore,DASYUROMORPHIA
Sminthopsis gilberti,19.5,LC,Carnivore,DASYUROMORPHIA
Sminthopsis granulipes,25,LC,Carnivore,DASYUROMORPHIA
Sminthopsis griseoventer,17.5,LC,Carnivore,DASYUROMORPHIA
Sminthopsis hirtipes,15,LC,Carnivore,DASYUROMORPHIA
Sminthopsis leucopus,23.36,LC,Carnivore,DASYUROMORPHIA
Sminthopsis longicaudata,18,LC,Insectivore,DASYUROMORPHIA
Sminthopsis macroura,23.56,LC,Carnivore,DASYUROMORPHIA
Sminthopsis murina,17,LC,Carnivore,DASYUROMORPHIA
Sminthopsis ooldea,12.19,LC,Carnivore,DASYUROMORPHIA
Sminthopsis psammophila,33.5,VU,Carnivore,DASYUROMORPHIA
Sminthopsis virginiae,35.24,LC,Carnivore,DASYUROMORPHIA
Sminthopsis youngsoni,11.14,LC,Carnivore,DASYUROMORPHIA
Smutsia gigantea,32999.7005,VU,Insectivore,PHOLIDOTA
Smutsia temminckii,10000,VU,Insectivore,PHOLIDOTA
Solenodon paradoxus,899.99,EN,Insectivore,EULIPOTYPHLA
Solisorex pearsoni,8.157340556,EN,Insectivore,EULIPOTYPHLA
Solomys ponceleti,1000,CR,Herbivore,RODENTIA
Solomys salamonis,647.67,DD,Herbivore,RODENTIA
Solomys salebrosus,397,EN,Herbivore,RODENTIA
Solomys sapientis,546.01,EN,Herbivore,RODENTIA
Sommeromys macrorhinos,141.0605074,DD,Insectivore,RODENTIA
Sooretamys angouya,120.17,LC,Omnivore,RODENTIA
Sorex alaskanus,14,DD,Insectivore,EULIPOTYPHLA
Sorex alpinus,8.04,NT,Insectivore,EULIPOTYPHLA
Sorex antinorii,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex araneus,9.18,LC,Omnivore,EULIPOTYPHLA
Sorex arcticus,8.19,LC,Insectivore,EULIPOTYPHLA
Sorex arizonae,2.7,LC,Insectivore,EULIPOTYPHLA
Sorex asper,7.945,LC,Insectivore,EULIPOTYPHLA
Sorex bairdi,8.33,LC,Insectivore,EULIPOTYPHLA
Sorex bedfordiae,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex bendirii,15.76,LC,Insectivore,EULIPOTYPHLA
Sorex buchariensis,8.157340556,LC,Insectivore,EULIPOTYPHLA
Sorex caecutiens,6.3,LC,Insectivore,EULIPOTYPHLA
Sorex camtschatica,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex cansulus,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex cinereus,4.2,LC,Insectivore,EULIPOTYPHLA
Sorex coronatus,9.32,LC,Insectivore,EULIPOTYPHLA
Sorex cylindricauda,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex daphaenodon,8.1,LC,Insectivore,EULIPOTYPHLA
Sorex dispar,4.99,LC,Insectivore,EULIPOTYPHLA
Sorex emarginatus,7,LC,Insectivore,EULIPOTYPHLA
Sorex excelsus,7.5,LC,Insectivore,EULIPOTYPHLA
Sorex fumeus,7.83,LC,Insectivore,EULIPOTYPHLA
Sorex gracillimus,4.4,LC,Insectivore,EULIPOTYPHLA
Sorex granarius,6.39,LC,Insectivore,EULIPOTYPHLA
Sorex haydeni,3.5,LC,Insectivore,EULIPOTYPHLA
Sorex hosonoi,3.25,LC,Insectivore,EULIPOTYPHLA
Sorex hoyi,3.37,LC,Insectivore,EULIPOTYPHLA
Sorex isodon,12.23,LC,Insectivore,EULIPOTYPHLA
Sorex ixtlanensis,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex jacksoni,6.01,LC,Insectivore,EULIPOTYPHLA
Sorex kozlovi,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex leucogaster,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex longirostris,3.29,LC,Omnivore,EULIPOTYPHLA
Sorex lyelli,4.99,LC,Insectivore,EULIPOTYPHLA
Sorex macrodon,8.61,VU,Insectivore,EULIPOTYPHLA
Sorex maritimensis,7.2,LC,Insectivore,EULIPOTYPHLA
Sorex mediopua,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex merriami,5.99,LC,Insectivore,EULIPOTYPHLA
Sorex milleri,4.07,VU,Insectivore,EULIPOTYPHLA
Sorex minutissimus,2.46,LC,Insectivore,EULIPOTYPHLA
Sorex minutus,4.32,LC,Insectivore,EULIPOTYPHLA
Sorex mirabilis,15,DD,Carnivore,EULIPOTYPHLA
Sorex monticolus,6.92,LC,Insectivore,EULIPOTYPHLA
Sorex nanus,2.57,LC,Omnivore,EULIPOTYPHLA
Sorex neomexicanus,7,DD,Insectivore,EULIPOTYPHLA
Sorex oreopolus,7,LC,Insectivore,EULIPOTYPHLA
Sorex orizabae,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex ornatus,5.31,LC,Insectivore,EULIPOTYPHLA
Sorex pacificus,10.56,LC,Omnivore,EULIPOTYPHLA
Sorex palustris,13.07,LC,Insectivore,EULIPOTYPHLA
Sorex planiceps,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex portenkoi,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex preblei,3.14,LC,Insectivore,EULIPOTYPHLA
Sorex pribilofensis,7.325418324,EN,Insectivore,EULIPOTYPHLA
Sorex raddei,10,LC,Insectivore,EULIPOTYPHLA
Sorex roboratus,12.99,LC,Insectivore,EULIPOTYPHLA
Sorex rohweri,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex samniticus,8.24,LC,Insectivore,EULIPOTYPHLA
Sorex satunini,8.157340556,LC,Insectivore,EULIPOTYPHLA
Sorex saussurei,4.65,LC,Insectivore,EULIPOTYPHLA
Sorex sclateri,7,CR,Insectivore,EULIPOTYPHLA
Sorex shinto,6,LC,Insectivore,EULIPOTYPHLA
Sorex sinalis,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex sonomae,8.3,LC,Insectivore,EULIPOTYPHLA
Sorex stizodon,7,CR,Insectivore,EULIPOTYPHLA
Sorex tenellus,3.8,LC,Insectivore,EULIPOTYPHLA
Sorex thibetanus,7.325418324,DD,Insectivore,EULIPOTYPHLA
Sorex trowbridgii,5.02,LC,Omnivore,EULIPOTYPHLA
Sorex tundrensis,7.65,LC,Insectivore,EULIPOTYPHLA
Sorex ugyunak,3.6,LC,Insectivore,EULIPOTYPHLA
Sorex unguiculatus,14.11,LC,Insectivore,EULIPOTYPHLA
Sorex vagrans,5.99,LC,Insectivore,EULIPOTYPHLA
Sorex ventralis,7,LC,Insectivore,EULIPOTYPHLA
Sorex veraecrucis,7.325418324,LC,Insectivore,EULIPOTYPHLA
Sorex veraepacis,7.5,LC,Insectivore,EULIPOTYPHLA
Sorex volnuchini,17,LC,Insectivore,EULIPOTYPHLA
Sorex yukonicus,7.325418324,LC,Insectivore,EULIPOTYPHLA
Soriculus nigrescens,14.58,LC,Omnivore,EULIPOTYPHLA
Spalacopus cyanus,100.86,LC,Herbivore,RODENTIA
Spalax arenarius,147.745,EN,Herbivore,RODENTIA
Spalax giganteus,211.245,LC,Herbivore,RODENTIA
Spalax graecus,75.2,NT,Herbivore,RODENTIA
Spalax microphthalmus,470,LC,Herbivore,RODENTIA
Spalax uralensis,157.625,NT,Herbivore,RODENTIA
Spalax zemni,121.1,VU,Herbivore,RODENTIA
Speothos venaticus,6324.54,NT,Carnivore,CARNIVORA
Spermophilopsis leptodactylus,600,LC,Omnivore,RODENTIA
Spermophilus alashanicus,246.4344257,LC,Herbivore,RODENTIA
Spermophilus brevicauda,246.4344257,LC,Herbivore,RODENTIA
Spermophilus citellus,395.97,VU,Omnivore,RODENTIA
Spermophilus dauricus,161.3,LC,Herbivore,RODENTIA
Spermophilus erythrogenys,355,LC,Herbivore,RODENTIA
Spermophilus fulvus,778.38,LC,Herbivore,RODENTIA
Spermophilus major,246.4344257,LC,Herbivore,RODENTIA
Spermophilus musicus,246.4344257,NT,Omnivore,RODENTIA
Spermophilus pallidicauda,246.4344257,LC,Omnivore,RODENTIA
Spermophilus pygmaeus,173.46,LC,Omnivore,RODENTIA
Spermophilus ralli,246.4344257,LC,Omnivore,RODENTIA
Spermophilus relictus,599.99,LC,Herbivore,RODENTIA
Spermophilus suslicus,252,NT,Omnivore,RODENTIA
Spermophilus taurensis,323.2732574,LC,Omnivore,RODENTIA
Spermophilus xanthoprymnus,289.667,NT,Omnivore,RODENTIA
Sphaerias blanfordi,28.88,LC,Herbivore,CHIROPTERA
Sphaeronycteris toxophyllum,16.06,DD,Herbivore,CHIROPTERA
Spilocuscus kraemeri,5753.64,NT,Herbivore,DIPROTODONTIA
Spilocuscus maculatus,4060.46,LC,Herbivore,DIPROTODONTIA
Spilocuscus papuensis,5271.363333,VU,Herbivore,DIPROTODONTIA
Spilocuscus rufoniger,5999.99,CR,Herbivore,DIPROTODONTIA
Spilocuscus wilsoni,5271.363333,CR,Herbivore,DIPROTODONTIA
Spilogale angustifrons,340.997,LC,Omnivore,CARNIVORA
Spilogale gracilis,466.5,LC,Omnivore,CARNIVORA
Spilogale putorius,566.49,VU,Carnivore,CARNIVORA
Spilogale pygmaea,365,VU,Omnivore,CARNIVORA
Srilankamys ohiensis,125,VU,Omnivore,RODENTIA
Steatomys bocagei,4.010694547,LC,Omnivore,RODENTIA
Steatomys caurinus,44.75,LC,Omnivore,RODENTIA
Steatomys cuppedius,4.010694547,LC,Omnivore,RODENTIA
Steatomys jacksoni,21.2873413,DD,Omnivore,RODENTIA
Steatomys krebsii,20.67,LC,Omnivore,RODENTIA
Steatomys opimus,40,LC,Omnivore,RODENTIA
Steatomys parvus,4.99,LC,Omnivore,RODENTIA
Steatomys pratensis,30.58,LC,Omnivore,RODENTIA
Stenocephalemys albipes,48,LC,Omnivore,RODENTIA
Stenocephalemys albocaudata,144,LC,Omnivore,RODENTIA
Stenocephalemys griseicauda,85.75,LC,Omnivore,RODENTIA
Stenocephalemys ruppi,48.99,DD,Omnivore,RODENTIA
Stenoderma rufum,21.1,NT,Herbivore,CHIROPTERA
Stochomys longicaudatus,70.95,LC,Omnivore,RODENTIA
Strigocuscus celebensis,1000,VU,Herbivore,DIPROTODONTIA
Strigocuscus pelengensis,1000,LC,Herbivore,DIPROTODONTIA
Sturnira aratathomasi,49.67,LC,Herbivore,CHIROPTERA
Sturnira bidens,18.05,LC,Herbivore,CHIROPTERA
Sturnira bogotensis,19.94,LC,Herbivore,CHIROPTERA
Sturnira erythromos,15.53,LC,Herbivore,CHIROPTERA
Sturnira lilium,20.19,LC,Herbivore,CHIROPTERA
Sturnira ludovici,21,LC,Herbivore,CHIROPTERA
Sturnira luisi,22.50555556,LC,Herbivore,CHIROPTERA
Sturnira magna,22.50555556,LC,Herbivore,CHIROPTERA
Sturnira mistratensis,22.50555556,DD,Herbivore,CHIROPTERA
Sturnira mordax,11.79,NT,Herbivore,CHIROPTERA
Sturnira nana,22.50555556,EN,Herbivore,CHIROPTERA
Sturnira oporaphilum,21.99,LC,Herbivore,CHIROPTERA
Sturnira sorianoi,22.50555556,DD,Herbivore,CHIROPTERA
Sturnira tildae,24.39,LC,Herbivore,CHIROPTERA
Styloctenium mindorensis,172.42,DD,Herbivore,CHIROPTERA
Styloctenium wallacei,172.42,NT,Herbivore,CHIROPTERA
Stylodipus andrewsi,55,LC,Herbivore,RODENTIA
Stylodipus sungorus,55,LC,Herbivore,RODENTIA
Stylodipus telum,59.99,LC,Omnivore,RODENTIA
Suncus aequatorius,6.5,EN,Insectivore,EULIPOTYPHLA
Suncus ater,10.20875,DD,Insectivore,EULIPOTYPHLA
Suncus dayi,9.43,EN,Insectivore,EULIPOTYPHLA
Suncus etruscus,2.26,LC,Insectivore,EULIPOTYPHLA
Suncus fellowesgordoni,1.95,EN,Insectivore,EULIPOTYPHLA
Suncus hosei,10.20875,DD,Insectivore,EULIPOTYPHLA
Suncus infinitesimus,4.4,LC,Insectivore,EULIPOTYPHLA
Suncus lixus,8,LC,Insectivore,EULIPOTYPHLA
Suncus madagascariensis,2.47,LC,Insectivore,EULIPOTYPHLA
Suncus malayanus,4.99,LC,Insectivore,EULIPOTYPHLA
Suncus megalura,5.38,LC,Insectivore,EULIPOTYPHLA
Suncus mertensi,7.95,EN,Insectivore,EULIPOTYPHLA
Suncus montanus,18,VU,Insectivore,EULIPOTYPHLA
Suncus murinus,43.76,LC,Insectivore,EULIPOTYPHLA
Suncus remyi,4.03,LC,Insectivore,EULIPOTYPHLA
Suncus stoliczkanus,9.43,LC,Insectivore,EULIPOTYPHLA
Suncus varilla,4.99,LC,Insectivore,EULIPOTYPHLA
Suncus zeylanicus,29.8,EN,Insectivore,EULIPOTYPHLA
Sundamys infraluteus,418.5,LC,Omnivore,RODENTIA
Sundamys maxi,361,EN,Omnivore,RODENTIA
Sundamys muelleri,356.48,LC,Omnivore,RODENTIA
Sundasciurus brookei,114.05,LC,Omnivore,RODENTIA
Sundasciurus davensis,195.9789325,DD,Omnivore,RODENTIA
Sundasciurus fraterculus,90,VU,Omnivore,RODENTIA
Sundasciurus hippurus,357.79,NT,Omnivore,RODENTIA
Sundasciurus hoogstraali,233.0261224,LC,Omnivore,RODENTIA
Sundasciurus jentinki,76,LC,Omnivore,RODENTIA
Sundasciurus juvencus,259,LC,Omnivore,RODENTIA
Sundasciurus lowii,84.99,LC,Omnivore,RODENTIA
Sundasciurus mindanensis,285,LC,Omnivore,RODENTIA
Sundasciurus moellendorffi,252,NT,Omnivore,RODENTIA
Sundasciurus philippinensis,244,LC,Omnivore,RODENTIA
Sundasciurus rabori,195.9789325,DD,Omnivore,RODENTIA
Sundasciurus samarensis,225,LC,Omnivore,RODENTIA
Sundasciurus steerii,252,LC,Omnivore,RODENTIA
Sundasciurus tenuis,74.87,LC,Omnivore,RODENTIA
Surdisorex norae,23.57,LC,Insectivore,EULIPOTYPHLA
Surdisorex polulus,8.99,DD,Insectivore,EULIPOTYPHLA
Suricata suricatta,729.99,LC,Omnivore,CARNIVORA
Sus ahoenobarbus,135000,NT,Omnivore,CETARTIODACTYLA
Sus barbatus,135806,VU,Omnivore,CETARTIODACTYLA
Sus bucculentus,125725.94,EX,Omnivore,CETARTIODACTYLA
Sus cebifrons,190792.3,CR,Omnivore,CETARTIODACTYLA
Sus celebensis,53813.21,NT,Omnivore,CETARTIODACTYLA
Sus oliveri,125725.94,VU,Omnivore,CETARTIODACTYLA
Sus philippensis,190792.3,VU,Omnivore,CETARTIODACTYLA
Sus scrofa,84471.54,LC,Omnivore,CETARTIODACTYLA
Sus verrucosus,89406.23,EN,Herbivore,CETARTIODACTYLA
Syconycteris australis,17.6,LC,Herbivore,CHIROPTERA
Syconycteris carolinae,39.67,VU,Herbivore,CHIROPTERA
Syconycteris hobbit,20.06,LC,Herbivore,CHIROPTERA
Sylvicapra grimmia,15639.15,LC,Herbivore,CETARTIODACTYLA
Sylvilagus aquaticus,2133.34,LC,Herbivore,LAGOMORPHA
Sylvilagus audubonii,880.88,LC,Herbivore,LAGOMORPHA
Sylvilagus bachmani,714.53,LC,Herbivore,LAGOMORPHA
Sylvilagus brasiliensis,986.74,LC,Herbivore,LAGOMORPHA
Sylvilagus cognatus,1339.099286,EN,Herbivore,LAGOMORPHA
Sylvilagus cunicularius,2489.54,LC,Herbivore,LAGOMORPHA
Sylvilagus dicei,1339.099286,VU,Herbivore,LAGOMORPHA
Sylvilagus floridanus,1207.19,LC,Herbivore,LAGOMORPHA
Sylvilagus graysoni,964.01,EN,Herbivore,LAGOMORPHA
Sylvilagus insonus,2999.98,EN,Herbivore,LAGOMORPHA
Sylvilagus mansuetus,950.9,CR,Herbivore,LAGOMORPHA
Sylvilagus nuttallii,801.54,LC,Herbivore,LAGOMORPHA
Sylvilagus obscurus,900,NT,Herbivore,LAGOMORPHA
Sylvilagus palustris,1355.23,LC,Herbivore,LAGOMORPHA
Sylvilagus robustus,1550,EN,Herbivore,LAGOMORPHA
Sylvilagus transitionalis,813.51,VU,Herbivore,LAGOMORPHA
Sylvilagus varynaensis,1339.099286,DD,Herbivore,LAGOMORPHA
Sylvisorex camerunensis,5.5,VU,Omnivore,EULIPOTYPHLA
Sylvisorex granti,4,LC,Omnivore,EULIPOTYPHLA
Sylvisorex howelli,4.317,LC,Omnivore,EULIPOTYPHLA
Sylvisorex isabellae,8.157340556,EN,Omnivore,EULIPOTYPHLA
Sylvisorex johnstoni,3.19,LC,Omnivore,EULIPOTYPHLA
Sylvisorex konganensis,5.15,DD,Omnivore,EULIPOTYPHLA
Sylvisorex lunaris,18.78,VU,Omnivore,EULIPOTYPHLA
Sylvisorex morio,13.78067769,EN,Omnivore,EULIPOTYPHLA
Sylvisorex ollula,16.59,LC,Omnivore,EULIPOTYPHLA
Sylvisorex oriundus,8.295501825,DD,Omnivore,EULIPOTYPHLA
Sylvisorex pluvialis,8.295501825,DD,Omnivore,EULIPOTYPHLA
Sylvisorex vulcanorum,3.49,NT,Omnivore,EULIPOTYPHLA
Symphalangus syndactylus,10839,EN,Omnivore,PRIMATES
Synaptomys borealis,21.3,LC,Herbivore,RODENTIA
Synaptomys cooperi,28.01,LC,Herbivore,RODENTIA
Syncerus caffer,592666,LC,Herbivore,CETARTIODACTYLA
Syntheosciurus brochus,132.84,NT,Herbivore,RODENTIA
Tachyglossus aculeatus,4499.97,LC,Insectivore,MONOTREMATA
Tachyoryctes macrocephalus,621.88,EN,Herbivore,RODENTIA
Tachyoryctes splendens,227.13,LC,Herbivore,RODENTIA
Tadarida aegyptiaca,17.63,LC,Insectivore,CHIROPTERA
Tadarida brasiliensis,12.61,LC,Insectivore,CHIROPTERA
Tadarida fulminans,33.89,LC,Insectivore,CHIROPTERA
Tadarida insignis,25.9,DD,Insectivore,CHIROPTERA
Tadarida latouchei,25.9,DD,Insectivore,CHIROPTERA
Tadarida lobata,25.9,LC,Insectivore,CHIROPTERA
Tadarida teniotis,28.07,LC,Insectivore,CHIROPTERA
Tadarida ventralis,25.9,DD,Insectivore,CHIROPTERA
Taeromys arcuatus,323,LC,NotAssigned,RODENTIA
Taeromys callitrichus,323,DD,Omnivore,RODENTIA
Taeromys celebensis,323,LC,NotAssigned,RODENTIA
Taeromys hamatus,323,DD,Herbivore,RODENTIA
Taeromys microbullatus,323,DD,NotAssigned,RODENTIA
Taeromys punicans,323,DD,NotAssigned,RODENTIA
Taeromys taerae,323,VU,NotAssigned,RODENTIA
Talpa altaica,85,LC,Insectivore,EULIPOTYPHLA
Talpa caeca,71.08,LC,Carnivore,EULIPOTYPHLA
Talpa caucasica,90,LC,Carnivore,EULIPOTYPHLA
Talpa davidiana,79.5875,DD,Insectivore,EULIPOTYPHLA
Talpa europaea,87.53,LC,Insectivore,EULIPOTYPHLA
Talpa levantis,90,LC,Carnivore,EULIPOTYPHLA
Talpa occidentalis,49.47,LC,Insectivore,EULIPOTYPHLA
Talpa romana,92.5,LC,Insectivore,EULIPOTYPHLA
Talpa stankovici,71.12,LC,Carnivore,EULIPOTYPHLA
Tamandua mexicana,4178.51,LC,Insectivore,PILOSA
Tamandua tetradactyla,4800,LC,Insectivore,PILOSA
Tamias striatus,111.9,LC,Omnivore,RODENTIA
Tamiasciurus douglasii,225,LC,Herbivore,RODENTIA
Tamiasciurus hudsonicus,200.24,LC,Herbivore,RODENTIA
Tamiasciurus mearnsi,200,EN,Omnivore,RODENTIA
Tamiops macclellandii,45.84,LC,Omnivore,RODENTIA
Tamiops maritimus,66.77,LC,Omnivore,RODENTIA
Tamiops rodolphii,56,LC,Omnivore,RODENTIA
Tamiops swinhoei,60,LC,Omnivore,RODENTIA
Tapecomys primus,60.64641072,LC,Omnivore,RODENTIA
Taphozous achates,28.115,DD,Insectivore,CHIROPTERA
Taphozous australis,28.115,NT,Insectivore,CHIROPTERA
Taphozous georgianus,30.52,LC,Insectivore,CHIROPTERA
Taphozous hamiltoni,28.115,DD,Insectivore,CHIROPTERA
Taphozous hildegardeae,29.37,VU,Insectivore,CHIROPTERA
Taphozous hilli,21.99,LC,Insectivore,CHIROPTERA
Taphozous kapalgensis,26.45,LC,Insectivore,CHIROPTERA
Taphozous longimanus,25.11,LC,Insectivore,CHIROPTERA
Taphozous mauritianus,27.97,LC,Insectivore,CHIROPTERA
Taphozous melanopogon,25.99,LC,Insectivore,CHIROPTERA
Taphozous nudiventris,32.49,LC,Insectivore,CHIROPTERA
Taphozous perforatus,24.43,LC,Insectivore,CHIROPTERA
Taphozous theobaldi,36.83,LC,Insectivore,CHIROPTERA
Taphozous troughtoni,28.115,LC,Insectivore,CHIROPTERA
Tapirus bairdii,293781.6,EN,Herbivore,PERISSODACTYLA
Tapirus indicus,311209.2,EN,Herbivore,PERISSODACTYLA
Tapirus pinchaque,156923.4,EN,Herbivore,PERISSODACTYLA
Tapirus terrestris,169496.6,VU,Herbivore,PERISSODACTYLA
Tarsipes rostratus,9.66,LC,Herbivore,DIPROTODONTIA
Tarsius bancanus,114.39,VU,Carnivore,PRIMATES
Tarsius dentatus,110.42,VU,Insectivore,PRIMATES
